car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
2014 Honda Amaze S i-Vtech,2014,Third Party insurance,Petrol,5.0,90000.0,First Owner,Manual,,18.0,1198.0,86.7,,3.5
2022 Tata Nexon EV Prime XZ Plus Dark Edition,2022,Third Party insurance,Electric,5.0,20000.0,First Owner,Automatic,,,0.0,127.0,,15.1
2013 Mahindra XUV500 W8 2WD,2013,Third Party insurance,Diesel,7.0,80000.0,Third Owner,Manual,,15.1,2179.0,140.0,,5.15
2018 Tata Tiago 1.2 Revotron XT,2018,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,23.84,1199.0,84.0,,4.25
2022 MG ZS EV Exclusive,2022,Third Party insurance,Electric,5.0,20000.0,First Owner,Automatic,,,0.0,174.33,,24.0
2018 Tata Nexon 1.5 Revotorq XZ Plus,2018,Third Party insurance,Diesel,5.0,60000.0,First Owner,Manual,,21.5,1497.0,108.5,,8.0
2020 Kia Seltos GTX Plus Diesel AT,2020,Third Party insurance,Diesel,5.0,40000.0,First Owner,Automatic,,18.0,1493.0,113.43,,17.0
2013 Honda City 1.5 V AT Sunroof,2013,Third Party insurance,Petrol,5.0,70000.0,First Owner,Automatic,,16.8,1497.0,116.3,,4.25
2017 Maruti Swift Dzire AMT VXI,Aug 2017,Comprehensive,Petrol,5.0,91384.0,Second Owner,Automatic,,21.21,1197.0,81.8,,5.29
2017 Maruti Swift VXI,May 2017,Third Party insurance,Petrol,5.0,35029.0,First Owner,Manual,,22.38,1197.0,88.5,,4.51
2020 Maruti Swift Dzire AMT ZXI Plus,Dec 2020,Comprehensive,Petrol,5.0,12583.0,Second Owner,Automatic,,21.21,1197.0,81.8,,7.54
2016 Maruti Celerio ZXI,Mar 2016,Third Party,Petrol,5.0,63848.0,Second Owner,Manual,,25.24,998.0,65.71,,3.89
2019 Volkswagen Polo 1.0 MPI Highline Plus,May 2019,Comprehensive,Petrol,5.0,34054.0,First Owner,Manual,,18.78,999.0,75.0,,7.82
2018 Maruti Baleno RS 1.0 Petrol,Apr 2018,Comprehensive,Petrol,5.0,44712.0,First Owner,Manual,,21.1,998.0,100.5,,5.79
2011 Toyota Etios Liva G,Nov 2011,Third Party,Petrol,5.0,44516.0,Second Owner,Manual,,18.3,1197.0,,,2.45
2014 Honda City i VTEC CVT VX,Jun 2014,Comprehensive,Petrol,5.0,37535.0,First Owner,Automatic,,18.0,1497.0,117.3,,6.49
2015 Hyundai Creta 1.6 VTVT SX Plus,Jul 2015,Third Party insurance,Petrol,5.0,55494.0,First Owner,Manual,,13.0,1591.0,121.3,,7.75
2016 Hyundai Creta 1.6 VTVT AT SX Plus,Dec 2016,Third Party insurance,Petrol,5.0,80837.0,Second Owner,Automatic,,13.0,1591.0,121.3,,8.26
2019 Jeep Compass 2.0 Longitude BSIV,2019,Third Party insurance,Diesel,5.0,30000.0,First Owner,Manual,,17.1,1956.0,170.0,,14.5
2014 Honda City i VTEC S,2014,Third Party insurance,Petrol,5.0,90000.0,First Owner,Manual,,17.4,1497.0,117.3,,6.0
2015 Hyundai i20 Asta 1.4 CRDi,2015,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,22.54,1396.0,88.73,,5.65
2013 Hyundai Verna 1.6 SX VTVT,2013,Third Party insurance,Petrol,5.0,80000.0,Second Owner,Manual,,17.01,1591.0,121.3,,4.0
2021 Tata Nexon EV Prime XZ Plus LUX,2021,Third Party insurance,Electric,5.0,50000.0,First Owner,Automatic,,,0.0,127.0,,12.0
2020 Maruti Wagon R CNG LXI,2020,Third Party insurance,CNG,5.0,100000.0,First Owner,Manual,,32.52,998.0,58.33,,5.2
2022 Tata Altroz XZ Plus Dark Edition BSVI,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,19.33,1199.0,86.83,,9.35
2017 Tata Hexa XTA,2017,Third Party insurance,Diesel,7.0,110000.0,First Owner,Automatic,,17.6,2179.0,153.86,,11.0
2016 Hyundai Creta 1.6 VTVT Base,Feb 2016,Comprehensive,Petrol,5.0,65117.0,First Owner,Manual,,15.29,1591.0,121.3,,7.78
2016 Hyundai Creta 1.6 VTVT SX Plus,Aug 2016,Comprehensive,Petrol,5.0,44306.0,Second Owner,Manual,,13.0,1591.0,121.3,,7.97
2017 Hyundai Elantra 1.6 SX Option AT,Mar 2017,Third Party insurance,Diesel,5.0,47598.0,First Owner,Automatic,,18.23,1582.0,126.2,,14.85
2017 Hyundai i20 Active 1.2 S,May 2017,Third Party,Petrol,5.0,25467.0,First Owner,Manual,,17.19,1197.0,81.86,,5.94
2017 Honda WR-V i-VTEC VX,Oct 2017,Comprehensive,Petrol,5.0,32037.0,Second Owner,Manual,,17.5,1199.0,88.7,,6.66
2020 Maruti Ignis 1.2 AMT Alpha BSIV,Aug 2020,Third Party insurance,Petrol,5.0,35980.0,First Owner,Automatic,,20.89,1197.0,81.8,,6.51
2017 Honda City i VTEC VX,Mar 2017,Comprehensive,Petrol,5.0,18069.0,Second Owner,Manual,,17.8,1497.0,117.3,,7.88
2022 Hyundai i20 Asta Opt BSVI,Dec 2022,Zero Dep,Petrol,5.0,17575.0,First Owner,Manual,,21.0,1197.0,81.8,,10.11
2015 Maruti Swift Dzire VXI,Jul 2015,Comprehensive,Petrol,5.0,73324.0,First Owner,Manual,,22.41,1197.0,88.5,,4.67
2021 Maruti Ertiga CNG VXI,2021,Third Party insurance,CNG,7.0,50000.0,First Owner,Manual,,26.08,1462.0,91.19,,10.5
2015 Maruti Ciaz VXi Plus,2015,Third Party insurance,Petrol,5.0,60000.0,First Owner,Manual,,20.73,1373.0,91.1,,5.01
2021 Hyundai Santro Sportz CNG,2021,Third Party insurance,CNG,5.0,40000.0,First Owner,Manual,,30.48,1086.0,59.17,,5.0
2022 Maruti Brezza Vxi AT BSVI,2022,Third Party insurance,Petrol,5.0,20000.0,First Owner,Automatic,,19.8,1462.0,101.65,,10.0
2011 Volkswagen Polo Diesel Comfortline 1.2L,2011,Third Party insurance,Diesel,5.0,80000.0,Third Owner,Manual,,22.07,1199.0,73.9,,2.25
2018 Honda Amaze S i-VTEC,2018,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,17.8,1198.0,86.7,,6.2
2007 Toyota Innova 2.5 G4 Diesel 8-seater,2007,Third Party insurance,Diesel,8.0,150000.0,Fourth & Above Owner,Manual,,12.8,2494.0,102.0,,3.1
2011 Volkswagen Polo Diesel Comfortline 1.2L,2011,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,22.07,1199.0,73.9,,2.3
2017 Volkswagen Vento 1.2 TSI Highline AT,Jun 2017,Third Party,Petrol,5.0,112358.0,First Owner,Automatic,,18.19,1197.0,103.2,,6.95
2021 Maruti Alto 800 LXI S-CNG,Jul 2021,Third Party,CNG,4.0,28156.0,First Owner,Manual,,31.59,796.0,40.36,,4.12
2017 Maruti Baleno 1.2 Sigma,Jun 2017,Comprehensive,Petrol,5.0,55788.0,First Owner,Manual,,21.4,1197.0,83.1,,5.0
2017 Maruti Alto 800 VXI,Apr 2017,Third Party,Petrol,5.0,49520.0,Second Owner,Manual,,22.05,796.0,47.33,,2.81
2017 Maruti Alto 800 VXI,Aug 2017,Third Party,Petrol,5.0,22971.0,First Owner,Manual,,22.05,796.0,47.33,,2.91
2012 Maruti Swift LXI,Aug 2012,Comprehensive,Petrol,5.0,29056.0,First Owner,Manual,,22.38,1197.0,88.5,,3.44
2017 Maruti Celerio VXI CNG,May 2017,Comprehensive,CNG,5.0,48474.0,Second Owner,Manual,,35.6,998.0,55.92,,4.49
2019 Honda City i-VTEC CVT V,May 2019,Comprehensive,Petrol,5.0,17459.0,First Owner,Automatic,,18.0,1497.0,117.6,,9.32
2017 Maruti Swift Dzire VDI,Mar 2017,Third Party insurance,Diesel,5.0,66973.0,Second Owner,Manual,,26.59,1248.0,74.0,,6.01
2019 Ford Freestyle Titanium Plus Diesel BSIV,Mar 2019,Comprehensive,Diesel,5.0,66766.0,First Owner,Manual,,24.4,1498.0,98.63,,6.59
2014 Hyundai i20 Magna 1.4 CRDi (Diesel),2014,Third Party insurance,Diesel,5.0,60000.0,First Owner,Manual,,21.9,1396.0,88.76,,4.21
2012 Honda Civic 1.8 V MT,2012,Third Party insurance,Petrol,5.0,120000.0,Second Owner,Manual,,14.8,1799.0,130.2,,3.75
2012 Tata Indica Safire GVX,2012,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,16.7,1172.0,64.1,,2.25
2011 Hyundai i20 1.2 Magna,2011,Third Party insurance,Petrol,5.0,150000.0,Second Owner,Manual,,18.5,1197.0,805200.0,,3.5
2018 Volvo V90 Cross Country D5 Inscription BSIV,2018,Third Party insurance,Diesel,5.0,40000.0,Second Owner,Automatic,,12.5,1969.0,235.0,,46.5
2010 Maruti SX4 Celebration Petrol,2010,Third Party insurance,Petrol,5.0,100000.0,Fourth & Above Owner,Manual,,15.5,1586.0,103.3,,1.45
2015 Skoda Superb Elegance 2.0 TDI CR AT,2015,Third Party insurance,Diesel,5.0,30000.0,First Owner,Automatic,,17.2,1968.0,138.03,,19.0
2019 Maruti Swift Dzire VXI 1.2 BS IV,2019,Third Party insurance,Petrol,5.0,20000.0,First Owner,Manual,,22.0,1197.0,81.8,,6.75
2011 Maruti Swift Dzire VXI,Apr 2011,Comprehensive,Petrol,5.0,59511.0,First Owner,Manual,,22.41,1197.0,88.5,,2.95
2017 Maruti Baleno 1.2 Delta,Jan 2017,Comprehensive,Petrol,5.0,51768.0,First Owner,Manual,,21.4,1197.0,83.1,,5.34
2015 Honda CR-V 2.0L 2WD AT,Jun 2015,Third Party,Petrol,5.0,54597.0,Second Owner,Automatic,,13.7,1997.0,153.86,,9.64
2021 Maruti S-Presso VXI CNG 2019-2020,Feb 2021,Third Party,CNG,4.0,39855.0,First Owner,Manual,,31.2,998.0,58.33,,4.65
2013 Maruti Swift Dzire VXI,Dec 2013,Comprehensive,Petrol,5.0,57978.0,First Owner,Manual,,22.41,1197.0,88.5,,3.88
2022 Maruti Swift Dzire VXI AT BSVI,Feb 2022,Third Party,Petrol,5.0,17821.0,First Owner,Automatic,,22.61,1197.0,88.5,,7.73
2017 Hyundai Elantra 2.0 SX Option AT,Feb 2017,Comprehensive,Petrol,5.0,98039.0,First Owner,Automatic,,14.62,1999.0,149.92,,9.98
2013 Maruti Swift Dzire VXI,Jan 2013,Comprehensive,Petrol,5.0,55225.0,First Owner,Manual,,22.41,1197.0,88.5,,4.23
2022 Maruti Wagon R LXI CNG BSVI,Feb 2022,Zero Dep,CNG,5.0,8309.0,First Owner,Manual,,34.05,998.0,55.92,,6.47
2013 Volkswagen Polo GT TSI,Nov 2013,Comprehensive,Petrol,5.0,61360.0,First Owner,Automatic,,17.21,1197.0,103.6,,4.94
2010 Fiat Punto 1.3 Active,2010,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,20.3,1248.0,75.0,,1.8
2013 Maruti Wagon R LX BS IV,2013,Third Party insurance,Petrol,5.0,120000.0,Third Owner,Manual,,20.51,998.0,67.04,,2.25
2018 Hyundai i20 1.2 Spotz,2018,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,18.6,1197.0,81.83,,6.0
2018 Volvo V90 Cross Country D5 Inscription BSIV,2018,Third Party insurance,Diesel,5.0,40000.0,Second Owner,Automatic,,12.5,1969.0,235.0,,46.5
2021 Toyota Urban cruiser High,2021,Third Party insurance,Petrol,5.0,40000.0,First Owner,Manual,,17.03,1462.0,103.26,,9.1
2013 Jaguar XF S 2.2,2013,Third Party insurance,Diesel,5.0,90000.0,Second Owner,Automatic,,16.36,2179.0,187.7,,13.0
2022 Maruti S-Presso VXI Opt CNG,2022,Third Party insurance,CNG,4.0,30000.0,First Owner,Manual,,,998.0,58.33,,5.4
2011 Maruti Wagon R LXI BSIII,2011,Third Party insurance,Petrol,5.0,70000.0,Second Owner,Manual,,18.9,998.0,67.1,,2.4
2018 Maruti Vitara Brezza VDi AMT,Nov 2018,Zero Dep,Diesel,5.0,64822.0,First Owner,Automatic,,24.3,1248.0,88.5,,8.19
2017 Maruti Baleno 1.2 Zeta,Aug 2017,Comprehensive,Petrol,5.0,34102.0,First Owner,Manual,,21.4,1197.0,83.1,,5.8
2017 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,Sept 2017,Comprehensive,Petrol,5.0,41247.0,First Owner,Automatic,,14.8,1497.0,121.36,,7.66
2013 Maruti Wagon R LXI CNG,Apr 2013,Comprehensive,CNG,5.0,114221.0,Third Owner,Manual,,26.6,998.0,58.16,,2.75
2022 Honda Amaze S BSVI,Jan 2022,Third Party insurance,Petrol,5.0,4412.0,First Owner,Manual,,18.6,1199.0,88.5,,7.39
2018 Maruti Alto 800 VXI,May 2018,Comprehensive,Petrol,5.0,23563.0,First Owner,Manual,,22.05,796.0,47.33,,3.36
2012 Maruti Wagon R LXI CNG,Jul 2012,Comprehensive,CNG,5.0,58273.0,Second Owner,Manual,,26.2,998.0,58.2,,2.91
2018 Tata Tigor XZA,Jul 2018,Third Party,Petrol,5.0,116384.0,First Owner,Automatic,,20.3,1199.0,83.81,,4.69
2016 Hyundai Creta 1.6 E Plus,Dec 2016,Comprehensive,Petrol,5.0,52891.0,First Owner,Manual,,15.8,1591.0,121.3,,7.33
2019 Maruti Ignis 1.2 AMT Zeta BSIV,Aug 2019,Zero Dep,Petrol,5.0,11396.0,First Owner,Automatic,,20.89,1197.0,81.8,,6.16
2017 Maruti Ertiga VXI CNG,Apr 2017,Comprehensive,CNG,7.0,85677.0,Third Owner,Manual,,26.11,1462.0,86.63,,7.46
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,Oct 2016,Third Party,Diesel,5.0,73632.0,Second Owner,Manual,,24.3,1248.0,88.5,,7.39
2013 BMW X1 sDrive20d,2013,Third Party insurance,Diesel,5.0,120000.0,First Owner,Automatic,,17.05,1995.0,184.0,,7.5
2011 Maruti Alto K10 2010-2014 VXI,2011,Third Party insurance,Petrol,5.0,40000.0,Second Owner,Manual,,20.92,998.0,67.1,,1.4
2011 Maruti Alto K10 2010-2014 VXI,2011,Third Party insurance,Petrol,5.0,40000.0,Second Owner,Manual,,20.92,998.0,67.1,,1.4
2012 BMW X5 xDrive 30d,2012,Third Party insurance,Diesel,5.0,120000.0,First Owner,Automatic,,11.7,2993.0,245.0,,15.0
2017 Hyundai Creta 1.6 VTVT SX Plus,2017,Third Party insurance,Petrol,5.0,30000.0,Second Owner,Manual,,13.0,1591.0,121.3,,11.75
2011 Hyundai i10 Era 1.1 iTech SE,2011,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,19.81,1086.0,68.05,,1.6
2009 Honda City 1.5 V MT Exclusive,2009,Third Party insurance,Petrol,5.0,100000.0,Second Owner,Manual,,17.0,1497.0,1186600.0,,1.1
2012 Renault Duster 85PS Diesel RxE,2012,Third Party insurance,Diesel,5.0,60000.0,First Owner,Manual,,19.87,1461.0,83.8,,4.0
2016 Volkswagen Vento 1.6 Comfortline,May 2016,Comprehensive,Petrol,5.0,33388.0,Second Owner,Manual,,16.09,1598.0,103.2,,4.96
2013 Hyundai Verna 1.6 EX VTVT,Jul 2013,Comprehensive,Petrol,5.0,78202.0,First Owner,Manual,,17.01,1591.0,121.3,,3.8
2015 Honda City i VTEC V,May 2015,Third Party,Petrol,5.0,69974.0,Second Owner,Manual,,17.4,1497.0,117.3,,4.87
2017 Honda City i VTEC SV,Mar 2017,Comprehensive,Petrol,5.0,41167.0,First Owner,Manual,,17.8,1497.0,117.3,,6.82
2021 Tata Nexon XZA Plus (O) Dark Edition,Aug 2021,Third Party,Petrol,5.0,47945.0,First Owner,Automatic,,16.35,1199.0,118.36,,11.74
2019 Maruti Baleno 1.2 CVT Zeta,Aug 2019,Zero Dep,Petrol,5.0,24499.0,First Owner,Automatic,,21.4,1197.0,83.1,,8.23
2018 Tata Nexon 1.2 Revotron XM,Jul 2018,Third Party,Petrol,5.0,83209.0,First Owner,Manual,,17.0,1198.0,108.5,,5.98
2019 Maruti S-Presso VXI Plus 2019-2022,Nov 2019,Comprehensive,Petrol,5.0,24009.0,First Owner,Manual,,21.7,998.0,65.71,,4.3
2020 Tata Tiago XZ Plus,Aug 2020,Zero Dep,Petrol,5.0,45364.0,First Owner,Manual,,23.84,1199.0,83.83,,5.57
2021 Toyota Urban cruiser Premium AT,Mar 2021,Third Party,Petrol,5.0,38567.0,First Owner,Automatic,,18.76,1462.0,103.26,,10.22
2020 Kia Seltos GTX Plus,Apr 2020,Third Party insurance,Petrol,5.0,20450.0,Second Owner,Manual,,16.5,1353.0,138.08,,13.67
2022 Honda WR-V VX,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,16.5,1199.0,88.5,,10.0
2022 Honda WR-V VX,2022,Third Party insurance,Petrol,5.0,10000.0,First Owner,Manual,,16.5,1199.0,88.5,,10.0
2011 Nissan Sunny XL,2011,Third Party insurance,Petrol,5.0,70000.0,Third Owner,Manual,,16.95,1498.0,97.7,,1.5
2018 Maruti Baleno 1.2 CVT Delta,2018,Third Party insurance,Petrol,5.0,10000.0,First Owner,Automatic,,21.4,1197.0,83.1,,8.0
2018 Volkswagen Passat 2.0 TDI AT Highline,2018,Third Party insurance,Diesel,5.0,80000.0,Second Owner,Automatic,,17.42,1968.0,175.0,,15.5
2009 Maruti Swift 1.2 Ldi BSII,2009,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,17.8,1248.0,75.0,,1.95
2012 Mahindra Scorpio VLS AT 2.2 mHAWK,2012,Third Party insurance,Diesel,8.0,120000.0,Third Owner,Automatic,,11.79,2179.0,120.0,,3.5
2015 Maruti Ciaz VXi Plus,2015,Third Party insurance,Petrol,5.0,30000.0,First Owner,Manual,,20.73,1373.0,91.1,,5.8
2018 Honda City i-VTEC VX,Mar 2018,Comprehensive,Petrol,5.0,32999.0,First Owner,Manual,,17.4,1497.0,117.6,,7.98
2019 Toyota Glanza V CVT,Jul 2019,Comprehensive,Petrol,5.0,27355.0,First Owner,Automatic,,19.56,1197.0,81.8,,7.99
2017 Maruti Wagon R AMT VXI Plus Option,Aug 2017,Zero Dep,Petrol,5.0,14821.0,First Owner,Automatic,,20.51,998.0,67.0,,4.94
2018 Maruti Celerio X AMT ZXI BSIV,Apr 2018,Comprehensive,Petrol,5.0,28978.0,Second Owner,Automatic,,21.63,998.0,67.0,,4.94
2018 Maruti Ignis 1.2 AMT Alpha BSIV,Mar 2018,Zero Dep,Petrol,5.0,55158.0,Second Owner,Automatic,,20.89,1197.0,81.8,,5.99
2017 Hyundai Creta 1.6 VTVT E Plus,Apr 2017,Third Party insurance,Petrol,5.0,31097.0,Second Owner,Manual,,15.29,1591.0,121.3,,7.96
2017 Honda WR-V i-VTEC VX,Oct 2017,Third Party insurance,Petrol,5.0,27149.0,First Owner,Manual,,17.5,1199.0,88.7,,7.18
2012 Honda City S,Jul 2012,Comprehensive,Petrol,5.0,100637.0,Second Owner,Manual,,16.8,1497.0,116.4,,3.38
2013 Maruti Wagon R Stingray VXI,Sept 2013,Comprehensive,Petrol,5.0,80001.0,First Owner,Manual,,20.51,998.0,67.04,,3.29
2014 Maruti Ertiga VXI CNG,Jul 2014,Third Party,CNG,7.0,84916.0,First Owner,Manual,,26.11,1462.0,86.63,,6.81
2015 Audi Q7 3.0 TDI Quattro Premium Plus,2015,Third Party insurance,Diesel,7.0,70000.0,Second Owner,Automatic,,12.07,2967.0,241.4,,32.0
2009 Maruti Swift 1.2 Ldi BSII,2009,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,17.8,1248.0,75.0,,1.95
2014 Maruti Ertiga VXI,2014,Third Party insurance,Petrol,7.0,60000.0,First Owner,Manual,,16.02,1373.0,93.7,,6.56
2013 Hyundai Verna 1.6 VTVT,2013,Third Party insurance,Petrol,5.0,120000.0,First Owner,Manual,,17.01,1591.0,121.3,,3.2
2012 Maruti Wagon R VXi BSII,2012,Third Party insurance,Petrol,5.0,40000.0,Second Owner,Manual,,18.9,998.0,67.1,,2.3
2020 Maruti Swift Dzire VXI BSVI,2020,Third Party insurance,Petrol,5.0,50000.0,First Owner,Manual,,22.41,1197.0,88.5,,5.6
2011 Maruti Ritz VXi (ABS) BS IV,2011,Third Party insurance,Petrol,5.0,60000.0,Second Owner,Manual,,18.5,1197.0,85.8,,1.8
2014 Honda City i VTEC CVT SV,Jul 2014,Third Party,Petrol,5.0,55320.0,First Owner,Automatic,,18.0,1497.0,117.3,,5.05
2015 Maruti Alto 800 LXI,Aug 2015,Zero Dep,Petrol,5.0,18623.0,First Owner,Manual,,22.05,796.0,47.33,,2.79
2017 Maruti Swift VXI,Mar 2017,Third Party insurance,Petrol,5.0,74478.0,First Owner,Manual,,22.38,1197.0,88.5,,4.97
2018 Toyota Yaris VX CVT,May 2019,Third Party insurance,Petrol,5.0,21284.0,First Owner,Automatic,,17.8,1496.0,105.94,,8.98
2022 Kia Carens Luxury iMT BSVI,Mar 2022,Comprehensive,Petrol,7.0,16009.0,First Owner,Automatic,,,1482.0,157.81,,20.75
2012 Hyundai i20 Sportz 1.4 CRDi,May 2012,Third Party insurance,Diesel,5.0,121435.0,First Owner,Manual,,21.9,1396.0,88.76,,3.58
2011 Maruti Wagon R LXI BS IV,Jul 2011,Third Party insurance,Petrol,5.0,45090.0,First Owner,Manual,,18.9,998.0,67.1,,2.28
2014 Honda Amaze S i-Vtech,Feb 2014,Comprehensive,Petrol,5.0,49056.0,First Owner,Manual,,18.0,1198.0,86.7,,3.99
2017 Skoda Octavia 1.8 TSI AT L K,Nov 2017,Comprehensive,Petrol,5.0,58538.0,First Owner,Automatic,,15.1,1798.0,178.0,,13.28
2015 Hyundai i20 Asta 1.2,Mar 2015,Comprehensive,Petrol,5.0,27615.0,Third Owner,Manual,,18.6,1197.0,81.83,,4.93
2016 Hyundai Creta 1.6 VTVT AT SX Plus,Mar 2017,Comprehensive,Petrol,5.0,68353.0,First Owner,Automatic,,13.0,1591.0,121.3,,9.67
2009 Toyota Fortuner 3.0 Diesel,2009,Third Party insurance,Diesel,7.0,150000.0,Second Owner,Manual,,11.5,2982.0,171.0,,9.0
2022 Hyundai Grand i10 Nios Sportz CNG,2022,Third Party insurance,CNG,5.0,20000.0,First Owner,Manual,,,1197.0,68.05,,7.19
2016 Maruti Baleno 1.3 Delta,2016,Third Party insurance,Diesel,5.0,60000.0,First Owner,Manual,,27.39,1248.0,74.0,,7.5
2012 Volvo S60 T6 Summum,2012,Third Party insurance,Petrol,5.0,50000.0,First Owner,Automatic,,9.8,3200.0,303.7,,10.0
2009 Maruti Swift Dzire LXi,2009,Third Party insurance,Petrol,5.0,70000.0,Third Owner,Manual,,17.5,1298.0,85.8,,1.6
2010 Toyota Innova 2.5 V Diesel 8-seater,2010,Third Party insurance,Diesel,8.0,120000.0,Second Owner,Manual,,12.8,2494.0,102.0,,5.0
2021 Maruti Wagon R CNG LXI,2021,Third Party insurance,CNG,5.0,90000.0,First Owner,Manual,,32.52,998.0,58.33,,5.5
2019 Ford Ecosport 1.5 Petrol Titanium Plus BSIV,Aug 2019,Third Party insurance,Petrol,5.0,46519.0,Second Owner,Manual,,17.0,1497.0,121.36,,7.76
2021 Tata Altroz XZ Diesel,Jun 2021,Third Party,Diesel,5.0,40923.0,First Owner,Manual,,23.64,1497.0,88.77,,8.12
2021 Jeep Compass 1.4 Longitude Option,Aug 2021,Comprehensive,Petrol,5.0,11000.0,First Owner,Automatic,,14.1,1368.0,160.77,,19.75
2018 Hyundai Verna VTVT 1.6 SX Option,Sept 2018,Third Party insurance,Petrol,5.0,61460.0,Second Owner,Manual,,17.0,1591.0,121.3,,7.97
2015 Hyundai i20 Sportz 1.2,Oct 2015,Third Party insurance,Petrol,5.0,15146.0,Second Owner,Manual,,18.6,1197.0,81.83,,4.68
2015 Volkswagen Polo GT TSI,Jul 2015,Third Party,Petrol,5.0,77307.0,Second Owner,Automatic,,17.21,1197.0,103.6,,5.59
2015 Renault KWID RXL,Mar 2016,Third Party insurance,Petrol,5.0,62720.0,First Owner,Manual,,22.25,799.0,53.26,,2.73
2012 Maruti Wagon R LXI CNG,Jan 2012,Comprehensive,CNG,5.0,48766.0,First Owner,Manual,,26.2,998.0,58.2,,3.09
2017 Hyundai Creta 1.6 VTVT E Plus,Feb 2017,Comprehensive,Petrol,5.0,57758.0,First Owner,Manual,,15.29,1591.0,121.3,,8.17
2016 Hyundai Grand i10 Sportz,Jun 2016,Third Party insurance,Petrol,5.0,16535.0,First Owner,Manual,,18.9,1197.0,82.0,,4.73
2020 Maruti S-Presso VXI CNG 2019-2020,Sept 2020,Third Party insurance,CNG,4.0,44001.0,First Owner,Manual,,31.2,998.0,58.33,,4.79
2012 Maruti Wagon R LXI CNG,Mar 2012,Comprehensive,CNG,5.0,104554.0,Third Owner,Manual,,26.2,998.0,58.2,,2.28
2018 Honda City i-VTEC CVT VX,2018,Third Party insurance,Petrol,5.0,50000.0,First Owner,Automatic,,18.0,1497.0,117.6,,8.25
2017 Maruti Swift Dzire LDI,2017,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,23.4,1248.0,74.0,,2.9
2017 Maruti Swift Dzire LDI,2017,Third Party insurance,Diesel,5.0,120000.0,First Owner,Manual,,23.4,1248.0,74.0,,2.9
2009 Toyota Innova 2.5 GX 8 STR,2009,Third Party insurance,Diesel,8.0,120000.0,Second Owner,Manual,,12.8,2494.0,102.0,,4.2
2012 Hyundai i20 1.2 Asta,2012,Third Party insurance,Petrol,5.0,60000.0,Fourth & Above Owner,Manual,,17.0,1197.0,805200.0,,1.9
2015 Maruti Ertiga ZDI Plus,2015,Third Party insurance,Diesel,7.0,70000.0,First Owner,Manual,,20.77,1248.0,88.8,,6.59
2014 Renault Duster 85PS Diesel RxE,2014,Third Party insurance,Diesel,5.0,100000.0,First Owner,Manual,,20.45,1461.0,83.8,,4.0
2014 Honda Mobilio E i-VTEC,2014,Third Party insurance,Petrol,7.0,120000.0,Second Owner,Manual,,17.3,1497.0,117.3,,3.75
2020 Maruti S-Presso VXI Plus 2019-2022,Feb 2020,Third Party insurance,Petrol,5.0,31178.0,First Owner,Manual,,21.7,998.0,65.71,,5.25
2013 Honda City S,Sept 2013,Third Party,Petrol,5.0,65683.0,Second Owner,Manual,,16.8,1497.0,116.4,,3.8
2015 Honda City i VTEC S,Mar 2015,Third Party,Petrol,5.0,28066.0,First Owner,Manual,,17.4,1497.0,117.3,,5.05
2019 Maruti XL6 Alpha,Nov 2019,Comprehensive,Petrol,6.0,36125.0,First Owner,Manual,,19.01,1462.0,103.2,,10.45
2015 Maruti Swift VXI,Jul 2015,Comprehensive,Petrol,5.0,57054.0,First Owner,Manual,,22.38,1197.0,88.5,,4.41
2016 Maruti Alto 800 VXI,Jan 2017,Comprehensive,Petrol,5.0,55271.0,First Owner,Manual,,22.05,796.0,47.33,,2.74
2016 Maruti Baleno 1.2 Delta,Oct 2016,Comprehensive,Petrol,5.0,45982.0,Second Owner,Manual,,21.4,1197.0,83.1,,4.95
2017 Hyundai Grand i10 1.2 Kappa Asta,Jan 2018,Third Party insurance,Petrol,5.0,26020.0,First Owner,Manual,,18.9,1197.0,81.86,,5.93
2017 Hyundai i20 1.2 Magna Executive,May 2017,Comprehensive,Petrol,5.0,12497.0,First Owner,Manual,,18.6,1197.0,81.83,,5.82
2022 Mahindra Thar LX 4-Str Convert Top Diesel AT BSVI,2022,Third Party insurance,Diesel,4.0,30000.0,First Owner,Automatic,,,2184.0,130.0,,15.5
